noun_w_orang_noaffix	noun_w_orang_affixed	cossim
finalis	pengukir	0.2
finalis	pengejar	0.18
finalis	pemerah	0.14
finalis	wiraswastawan	0.17
finalis	pemulia	0.17
finalis	penendang	0.27
finalis	penyimak	0.27
finalis	pelestari	0.21
finalis	penjemput	0.2
finalis	pembaru	0.21
finalis	penghayat	0.19
finalis	pengadu	0.21
finalis	pemasak	0.2
finalis	pembobol	0.13
finalis	penggemblengan	0.18
finalis	penghasut	0.21
finalis	penderma	0.09
finalis	pemaksa	0.04
finalis	peragu	0.13
finalis	pengekor	0.25
finalis	perayu	0.17
finalis	pendebat	0.25
finalis	penyuara	0.3
finalis	pemimpinan	0.21
finalis	penghadang	0.27
finalis	pengasah	0.17
finalis	pengutang	0.15
finalis	pembisik	0.21
finalis	pengetuk	0.22
finalis	pemberang	0.2
finalis	peneguh	0.17
finalis	pewirausaha	0.25
finalis	pencuriga	0.19
finalis	pengalah	0.28
finalis	pengalasan	0.25
finalis	pengamuk	0.21
panglima	pemain	0.35
panglima	penduduk	0.28
panglima	pengguna	0.17
panglima	wisatawan	0.17
panglima	penelitian	0.12
panglima	pasangan	0.2
panglima	penulis	0.24
panglima	pemimpin	0.51
panglima	peserta	0.19
panglima	pengunjung	0.15
panglima	penderita	0.17
panglima	pembelajaran	0.17
panglima	pelayanan	0.16
panglima	kehilangan	0.18
panglima	keturunan	0.33
panglima	pemilik	0.21
panglima	penyanyi	0.29
panglima	karyawan	0.21
panglima	pelanggan	0.16
panglima	kelahiran	0.23
panglima	perdagangan	0.23
panglima	petani	0.26
panglima	pekerja	0.2
panglima	kepercayaan	0.28
panglima	pemuda	0.35
panglima	penumpang	0.2
panglima	pimpinan	0.54
panglima	pembaca	0.2
panglima	kekurangan	0.13
panglima	pejabat	0.5
panglima	campuran	0.19
panglima	pelaku	0.29
panglima	peneliti	0.19
panglima	pengusaha	0.31
panglima	pendukung	0.31
panglima	petunjuk	0.21
panglima	pemenang	0.3
panglima	petugas	0.32
panglima	perbaikan	0.15
panglima	pelatih	0.41
panglima	pedagang	0.3
panglima	pelajar	0.24
panglima	pengurus	0.31
panglima	jurusan	0.2
panglima	ilmuwan	0.26
panglima	pendiri	0.34
panglima	angkatan	0.43
panglima	sasaran	0.23
panglima	pembuat	0.27
panglima	penjual	0.25
panglima	pengganti	0.31
panglima	perwakilan	0.3
panglima	lulusan	0.25
panglima	pembeli	0.2
panglima	penerima	0.2
panglima	pergerakan	0.18
panglima	pemegang	0.29
panglima	penyedia	0.23
panglima	penjaga	0.33
panglima	pencari	0.18
panglima	pembawa	0.28
panglima	undangan	0.18
panglima	cadangan	0.28
panglima	pemeran	0.34
panglima	bangsawan	0.38
panglima	pembantu	0.37
panglima	pengarang	0.27
panglima	pengelola	0.23
panglima	pejuang	0.46
panglima	tahanan	0.29
panglima	pengikut	0.3
panglima	rombongan	0.35
panglima	pengajar	0.32
panglima	pendidik	0.28
panglima	penghuni	0.22
panglima	pengembang	0.15
panglima	jajaran	0.39
panglima	pembuka	0.16
panglima	penari	0.28
panglima	pemberi	0.15
panglima	pelayan	0.3
panglima	pendatang	0.22
panglima	pembunuh	0.31
panglima	penyelenggara	0.24
panglima	turunan	0.19
panglima	pelukis	0.32
panglima	utusan	0.37
panglima	pembiayaan	0.21
panglima	pengacara	0.31
panglima	perawat	0.22
panglima	penganut	0.3
panglima	pengamat	0.25
panglima	penghubung	0.28
panglima	pesaing	0.23
panglima	pengawas	0.34
panglima	penjahat	0.35
panglima	pelaksana	0.37
panglima	kebangsaan	0.19
panglima	pembicara	0.22
panglima	pengantar	0.16
panglima	pendengar	0.17
panglima	pendamping	0.36
panglima	pewaris	0.24
panglima	pengungsi	0.25
panglima	pengendara	0.19
panglima	pencuri	0.21
panglima	pemburu	0.24
panglima	pengawal	0.46
panglima	penemu	0.23
panglima	pengemudi	0.15
panglima	penerjemah	0.25
panglima	pemandu	0.28
panglima	tawanan	0.38
panglima	penegak	0.33
panglima	penutur	0.15
panglima	penyihir	0.22
panglima	pelamar	0.12
panglima	pemasok	0.26
panglima	penanda	0.17
panglima	pemikir	0.34
panglima	saingan	0.31
panglima	pembimbing	0.21
panglima	petinggi	0.49
panglima	pelaut	0.25
panglima	pengrajin	0.21
panglima	langganan	0.23
panglima	pencinta	0.21
panglima	kenalan	0.2
panglima	penyidik	0.24
panglima	pelacur	0.25
panglima	pengirim	0.18
panglima	perusak	0.25
panglima	pendiam	0.16
panglima	pemeluk	0.32
panglima	penikmat	0.2
panglima	pemangku	0.34
panglima	perampok	0.35
panglima	pelarian	0.28
panglima	pengidap	0.04
panglima	penunjuk	0.22
panglima	pemuka	0.46
panglima	pengemis	0.23
panglima	pemusik	0.27
panglima	sukarelawan	0.26
panglima	penerbang	0.28
panglima	pejalan	0.22
panglima	petinju	0.31
panglima	penyandang	0.2
panglima	penanggung	0.28
panglima	penolong	0.26
panglima	jagoan	0.37
panglima	penembak	0.27
panglima	penipu	0.17
panglima	penyelamat	0.31
panglima	pendaftar	0.11
panglima	pelari	0.21
panglima	pengiring	0.24
panglima	penata	0.24
panglima	pengambil	0.29
panglima	penuntut	0.24
panglima	pembina	0.37
panglima	tanggungan	0.18
panglima	pencetus	0.25
panglima	pemangsa	0.17
panglima	penyebar	0.2
panglima	pemesan	0.13
panglima	dermawan	0.16
panglima	pemeriksa	0.21
panglima	negarawan	0.43
panglima	pengukur	0.16
panglima	penambang	0.19
panglima	pembajak	0.17
panglima	budayawan	0.33
panglima	perekam	0.18
panglima	penyayang	0.16
panglima	pemukul	0.26
panglima	perencana	0.31
panglima	pengumpul	0.15
panglima	wirausahawan	0.22
panglima	penangkap	0.19
panglima	penyelam	0.26
panglima	pemasar	0.23
panglima	pemalas	0.13
panglima	penarik	0.19
panglima	pengembara	0.27
panglima	gerilyawan	0.4
panglima	penggagas	0.28
panglima	penyembah	0.21
panglima	penilai	0.18
panglima	penguji	0.14
panglima	pengunjuk	0.14
panglima	penyembuh	0.19
panglima	rohaniwan	0.29
panglima	pemanah	0.37
panglima	penyelidik	0.25
panglima	penampil	0.16
panglima	peranakan	0.17
panglima	suruhan	0.28
panglima	usahawan	0.29
panglima	pelapor	0.17
panglima	pemahat	0.19
panglima	penunggu	0.19
panglima	penurut	0.13
panglima	pengusul	0.11
panglima	pemimpi	0.27
panglima	penyusup	0.19
panglima	pemungut	0.27
panglima	penceramah	0.23
panglima	penggarap	0.16
panglima	pelupa	0.11
panglima	perupa	0.2
panglima	penyendiri	0.13
panglima	pemateri	0.19
panglima	penggali	0.22
panglima	penukar	0.21
panglima	penyabar	0.17
panglima	pelempar	0.21
panglima	pemborong	0.19
panglima	pendemo	0.23
panglima	pencerita	0.24
panglima	penyelundup	0.27
panglima	penganggur	0.14
panglima	penggiling	0.15
panglima	pengulas	0.18
panglima	penagih	0.19
panglima	hartawan	0.35
panglima	perumus	0.3
panglima	peniup	0.17
panglima	penggalang	0.25
panglima	pembenci	0.25
panglima	pengkaji	0.22
panglima	pembebas	0.25
panglima	pemetik	0.21
panglima	penjilat	0.31
panglima	pencabut	0.14
panglima	peramah	0.18
panglima	pengukir	0.23
panglima	pengejar	0.19
panglima	pemerah	0.2
panglima	wiraswastawan	0.22
panglima	pemulia	0.12
panglima	penendang	0.17
panglima	penyimak	0.15
panglima	pelestari	0.22
panglima	penjemput	0.2
panglima	pembaru	0.27
panglima	penghayat	0.21
panglima	pengadu	0.21
panglima	pemasak	0.23
panglima	pembobol	0.16
panglima	penggemblengan	0.3
panglima	penghasut	0.38
panglima	penderma	0.18
panglima	pemaksa	0.28
panglima	peragu	0.26
panglima	pengekor	0.26
panglima	perayu	0.26
panglima	pendebat	0.29
panglima	penyuara	0.27
panglima	pemimpinan	0.41
panglima	penghadang	0.29
panglima	pengasah	0.2
panglima	pengutang	0.27
panglima	pembisik	0.34
panglima	pengetuk	0.18
panglima	pemberang	0.34
panglima	peneguh	0.28
panglima	pewirausaha	0.16
panglima	pencuriga	0.23
panglima	pengalah	0.36
panglima	pengalasan	0.4
panglima	pengamuk	0.34
imigran	pemain	0.34
imigran	penduduk	0.48
imigran	pengguna	0.27
imigran	wisatawan	0.33
imigran	penelitian	0.16
imigran	pasangan	0.22
imigran	penulis	0.28
imigran	pemimpin	0.31
imigran	peserta	0.29
imigran	pengunjung	0.35
imigran	penderita	0.29
imigran	pembelajaran	0.14
imigran	pelayanan	0.17
imigran	kehilangan	0.21
imigran	keturunan	0.47
imigran	pemilik	0.34
imigran	penyanyi	0.31
imigran	karyawan	0.3
imigran	pelanggan	0.28
imigran	kelahiran	0.37
imigran	perdagangan	0.32
imigran	petani	0.35
imigran	pekerja	0.49
imigran	kepercayaan	0.21
imigran	pemuda	0.4
imigran	penumpang	0.42
imigran	pimpinan	0.2
imigran	pembaca	0.27
imigran	kekurangan	0.13
imigran	pejabat	0.36
imigran	campuran	0.3
imigran	pelaku	0.27
imigran	peneliti	0.27
imigran	pengusaha	0.45
imigran	pendukung	0.29
imigran	petunjuk	0.13
imigran	pemenang	0.2
imigran	petugas	0.31
imigran	perbaikan	0.19
imigran	pelatih	0.22
imigran	pedagang	0.41
imigran	pelajar	0.37
imigran	pengurus	0.19
imigran	jurusan	0.17
imigran	ilmuwan	0.3
imigran	pendiri	0.26
imigran	angkatan	0.27
imigran	sasaran	0.22
imigran	pembuat	0.28
imigran	penjual	0.27
imigran	pengganti	0.15
imigran	perwakilan	0.29
imigran	lulusan	0.28
imigran	pembeli	0.29
imigran	penerima	0.27
imigran	pergerakan	0.26
imigran	pemegang	0.19
imigran	penyedia	0.19
imigran	penjaga	0.26
imigran	pencari	0.32
imigran	pembawa	0.24
imigran	undangan	0.22
imigran	cadangan	0.13
imigran	pemeran	0.24
imigran	bangsawan	0.37
imigran	pembantu	0.26
imigran	pengarang	0.24
imigran	pengelola	0.21
imigran	pejuang	0.36
imigran	tahanan	0.31
imigran	pengikut	0.28
imigran	rombongan	0.3
imigran	pengajar	0.27
imigran	pendidik	0.28
imigran	penghuni	0.38
imigran	pengembang	0.23
imigran	jajaran	0.14
imigran	pembuka	0.15
imigran	penari	0.22
imigran	pemberi	0.23
imigran	pelayan	0.29
imigran	pendatang	0.53
imigran	pembunuh	0.28
imigran	penyelenggara	0.21
imigran	turunan	0.2
imigran	pelukis	0.29
imigran	utusan	0.24
imigran	pembiayaan	0.17
imigran	pengacara	0.38
imigran	perawat	0.29
imigran	penganut	0.35
imigran	pengamat	0.23
imigran	penghubung	0.18
imigran	pesaing	0.17
imigran	pengawas	0.19
imigran	penjahat	0.35
imigran	pelaksana	0.14
imigran	kebangsaan	0.34
imigran	pembicara	0.22
imigran	pengantar	0.26
imigran	pendengar	0.2
imigran	pendamping	0.18
imigran	pewaris	0.26
imigran	pengungsi	0.56
imigran	pengendara	0.32
imigran	pencuri	0.24
imigran	pemburu	0.24
imigran	pengawal	0.21
imigran	penemu	0.25
imigran	pengemudi	0.3
imigran	penerjemah	0.27
imigran	pemandu	0.22
imigran	tawanan	0.28
imigran	penegak	0.23
imigran	penutur	0.32
imigran	penyihir	0.27
imigran	pelamar	0.31
imigran	pemasok	0.23
imigran	penanda	0.26
imigran	pemikir	0.26
imigran	saingan	0.19
imigran	pembimbing	0.13
imigran	petinggi	0.27
imigran	pelaut	0.37
imigran	pengrajin	0.34
imigran	langganan	0.2
imigran	pencinta	0.2
imigran	kenalan	0.23
imigran	penyidik	0.28
imigran	pelacur	0.29
imigran	pengirim	0.27
imigran	perusak	0.19
imigran	pendiam	0.17
imigran	pemeluk	0.36
imigran	penikmat	0.23
imigran	pemangku	0.16
imigran	perampok	0.29
imigran	pelarian	0.38
imigran	pengidap	0.25
imigran	penunjuk	0.13
imigran	pemuka	0.29
imigran	pengemis	0.33
imigran	pemusik	0.33
imigran	sukarelawan	0.29
imigran	penerbang	0.27
imigran	pejalan	0.28
imigran	petinju	0.27
imigran	penyandang	0.34
imigran	penanggung	0.13
imigran	penolong	0.21
imigran	jagoan	0.17
imigran	penembak	0.24
imigran	penipu	0.25
imigran	penyelamat	0.25
imigran	pendaftar	0.28
imigran	pelari	0.21
imigran	pengiring	0.16
imigran	penata	0.16
imigran	pengambil	0.19
imigran	penuntut	0.21
imigran	pembina	0.15
imigran	tanggungan	0.19
imigran	pencetus	0.2
imigran	pemangsa	0.18
imigran	penyebar	0.25
imigran	pemesan	0.21
imigran	dermawan	0.21
imigran	pemeriksa	0.15
imigran	negarawan	0.22
imigran	pengukur	0.08
imigran	penambang	0.33
imigran	pembajak	0.27
imigran	budayawan	0.21
imigran	perekam	0.1
imigran	penyayang	0.15
imigran	pemukul	0.14
imigran	perencana	0.19
imigran	pengumpul	0.22
imigran	wirausahawan	0.35
imigran	penangkap	0.26
imigran	penyelam	0.2
imigran	pemasar	0.25
imigran	pemalas	0.2
imigran	penarik	0.25
imigran	pengembara	0.38
imigran	gerilyawan	0.3
imigran	penggagas	0.16
imigran	penyembah	0.24
imigran	penilai	0.12
imigran	penguji	0.13
imigran	pengunjuk	0.22
imigran	penyembuh	0.18
imigran	rohaniwan	0.32
imigran	pemanah	0.17
imigran	penyelidik	0.25
imigran	penampil	0.19
imigran	peranakan	0.41
imigran	suruhan	0.16
imigran	usahawan	0.32
imigran	pelapor	0.23
imigran	pemahat	0.28
imigran	penunggu	0.14
imigran	penurut	0.21
imigran	pengusul	0.14
imigran	pemimpi	0.23
imigran	penyusup	0.3
imigran	pemungut	0.24
imigran	penceramah	0.21
imigran	penggarap	0.22
imigran	pelupa	0.13
imigran	perupa	0.23
imigran	penyendiri	0.22
imigran	pemateri	0.13
imigran	penggali	0.21
imigran	penukar	0.2
imigran	penyabar	0.19
imigran	pelempar	0.15
imigran	pemborong	0.18
imigran	pendemo	0.23
imigran	pencerita	0.16
imigran	penyelundup	0.38
imigran	penganggur	0.37
imigran	penggiling	0.17
imigran	pengulas	0.11
imigran	penagih	0.24
imigran	hartawan	0.38
imigran	perumus	0.16
imigran	peniup	0.16
imigran	penggalang	0.23
imigran	pembenci	0.28
imigran	pengkaji	0.25
imigran	pembebas	0.29
imigran	pemetik	0.18
imigran	penjilat	0.14
imigran	pencabut	0.17
imigran	peramah	0.21
imigran	pengukir	0.25
imigran	pengejar	0.22
imigran	pemerah	0.3
imigran	wiraswastawan	0.31
imigran	pemulia	0.24
imigran	penendang	0.15
imigran	penyimak	0.15
imigran	pelestari	0.23
imigran	penjemput	0.31
imigran	pembaru	0.3
imigran	penghayat	0.19
imigran	pengadu	0.26
imigran	pemasak	0.24
imigran	pembobol	0.21
imigran	penggemblengan	0.2
imigran	penghasut	0.23
imigran	penderma	0.28
imigran	pemaksa	0.18
imigran	peragu	0.12
imigran	pengekor	0.23
imigran	perayu	0.13
imigran	pendebat	0.22
imigran	penyuara	0.27
imigran	pemimpinan	0.21
imigran	penghadang	0.26
imigran	pengasah	0.19
imigran	pengutang	0.27
imigran	pembisik	0.14
imigran	pengetuk	0.2
imigran	pemberang	0.36
imigran	peneguh	0.19
imigran	pewirausaha	0.29
imigran	pencuriga	0.25
imigran	pengalah	0.32
imigran	pengalasan	0.23
imigran	pengamuk	0.32
resepsionis	pemain	0.14
resepsionis	penduduk	0.15
resepsionis	pengguna	0.16
resepsionis	wisatawan	0.22
resepsionis	penelitian	0.13
resepsionis	pasangan	0.12
resepsionis	penulis	0.13
resepsionis	pemimpin	0.16
resepsionis	peserta	0.17
resepsionis	pengunjung	0.21
resepsionis	penderita	0.12
resepsionis	pembelajaran	0.19
resepsionis	pelayanan	0.26
resepsionis	kehilangan	0.03
resepsionis	keturunan	0.07
resepsionis	pemilik	0.18
resepsionis	penyanyi	0.18
resepsionis	karyawan	0.24
resepsionis	pelanggan	0.21
resepsionis	kelahiran	0.07
resepsionis	perdagangan	0.07
resepsionis	petani	0.12
resepsionis	pekerja	0.24
resepsionis	kepercayaan	0.14
resepsionis	pemuda	0.19
resepsionis	penumpang	0.21
resepsionis	pimpinan	0.24
resepsionis	pembaca	0.11
resepsionis	kekurangan	0.02
resepsionis	pejabat	0.27
resepsionis	campuran	0.08
resepsionis	pelaku	0.12
resepsionis	peneliti	0.18
resepsionis	pengusaha	0.23
resepsionis	pendukung	0.12
resepsionis	petunjuk	0.1
resepsionis	pemenang	0.12
resepsionis	petugas	0.38
resepsionis	perbaikan	0.09
resepsionis	pelatih	0.18
resepsionis	pedagang	0.14
resepsionis	pelajar	0.12
resepsionis	pengurus	0.23
resepsionis	jurusan	0.18
resepsionis	ilmuwan	0.18
resepsionis	pendiri	0.12
resepsionis	angkatan	0.1
resepsionis	sasaran	0.06
resepsionis	pembuat	0.15
resepsionis	penjual	0.2
resepsionis	pengganti	0.08
resepsionis	perwakilan	0.24
resepsionis	lulusan	0.15
resepsionis	pembeli	0.16
resepsionis	penerima	0.21
resepsionis	pergerakan	-0.02
resepsionis	pemegang	0.15
resepsionis	penyedia	0.16
resepsionis	penjaga	0.3
resepsionis	pencari	0.09
resepsionis	pembawa	0.17
resepsionis	undangan	0.15
resepsionis	cadangan	0.02
resepsionis	pemeran	0.14
resepsionis	bangsawan	0.18
resepsionis	pembantu	0.25
resepsionis	pengarang	0.11
resepsionis	pengelola	0.23
resepsionis	pejuang	0.11
resepsionis	tahanan	0.15
resepsionis	pengikut	0
resepsionis	rombongan	0.17
resepsionis	pengajar	0.23
resepsionis	pendidik	0.2
resepsionis	penghuni	0.14
resepsionis	pengembang	0.13
resepsionis	jajaran	0.14
resepsionis	pembuka	0.06
resepsionis	penari	0.13
resepsionis	pemberi	0.17
resepsionis	pelayan	0.36
resepsionis	pendatang	0.1
resepsionis	pembunuh	0.1
resepsionis	penyelenggara	0.17
resepsionis	turunan	-0.02
resepsionis	pelukis	0.15
resepsionis	utusan	0.15
resepsionis	pembiayaan	0.11
resepsionis	pengacara	0.27
resepsionis	perawat	0.3
resepsionis	penganut	0.06
resepsionis	pengamat	0.11
resepsionis	penghubung	0.11
resepsionis	pesaing	0.09
resepsionis	pengawas	0.2
resepsionis	penjahat	0.17
resepsionis	pelaksana	0.18
resepsionis	kebangsaan	0.1
resepsionis	pembicara	0.23
resepsionis	pengantar	0.18
resepsionis	pendengar	0.19
resepsionis	pendamping	0.17
resepsionis	pewaris	0.09
resepsionis	pengungsi	0.07
resepsionis	pengendara	0.1
resepsionis	pencuri	0.16
resepsionis	pemburu	0.1
resepsionis	pengawal	0.15
resepsionis	penemu	0.09
resepsionis	pengemudi	0.16
resepsionis	penerjemah	0.21
resepsionis	pemandu	0.25
resepsionis	tawanan	0.14
resepsionis	penegak	0.17
resepsionis	penutur	0.16
resepsionis	penyihir	0.1
resepsionis	pelamar	0.3
resepsionis	pemasok	0.09
resepsionis	penanda	0.11
resepsionis	pemikir	0.08
resepsionis	saingan	0.08
resepsionis	pembimbing	0.19
resepsionis	petinggi	0.16
resepsionis	pelaut	0.17
resepsionis	pengrajin	0.11
resepsionis	langganan	0.15
resepsionis	pencinta	0.03
resepsionis	kenalan	0.16
resepsionis	penyidik	0.22
resepsionis	pelacur	0.15
resepsionis	pengirim	0.16
resepsionis	perusak	0.09
resepsionis	pendiam	0.13
resepsionis	pemeluk	0.14
resepsionis	penikmat	0.08
resepsionis	pemangku	0.13
resepsionis	perampok	0.18
resepsionis	pelarian	0.02
resepsionis	pengidap	0.06
resepsionis	penunjuk	0.13
resepsionis	pemuka	0.09
resepsionis	pengemis	0.18
resepsionis	pemusik	0.18
resepsionis	sukarelawan	0.15
resepsionis	penerbang	0.23
resepsionis	pejalan	0.16
resepsionis	petinju	0.19
resepsionis	penyandang	0.08
resepsionis	penanggung	0.23
resepsionis	penolong	0.17
resepsionis	jagoan	0.06
resepsionis	penembak	0.1
resepsionis	penipu	0.2
resepsionis	penyelamat	0.16
resepsionis	pendaftar	0.14
resepsionis	pelari	0.08
resepsionis	pengiring	0.13
resepsionis	penata	0.23
resepsionis	pengambil	0.09
resepsionis	penuntut	0.11
resepsionis	pembina	0.2
resepsionis	tanggungan	0.15
resepsionis	pencetus	-0.03
resepsionis	pemangsa	0.12
resepsionis	penyebar	0.01
resepsionis	pemesan	0.14
resepsionis	dermawan	0.18
resepsionis	pemeriksa	0.19
resepsionis	negarawan	0.15
resepsionis	pengukur	0.09
resepsionis	penambang	0.11
resepsionis	pembajak	0.13
resepsionis	budayawan	0.07
resepsionis	perekam	0.17
resepsionis	penyayang	0.12
resepsionis	pemukul	0.12
resepsionis	perencana	0.17
resepsionis	pengumpul	0.06
resepsionis	wirausahawan	0.2
resepsionis	penangkap	0.14
resepsionis	penyelam	0.14
resepsionis	pemasar	0.16
resepsionis	pemalas	0.09
resepsionis	penarik	0.1
resepsionis	pengembara	0.05
resepsionis	gerilyawan	0.1
resepsionis	penggagas	0.01
resepsionis	penyembah	0.12
resepsionis	penilai	0.16
resepsionis	penguji	0.16
resepsionis	pengunjuk	0.13
resepsionis	penyembuh	0.06
resepsionis	rohaniwan	0.15
resepsionis	pemanah	0.08
resepsionis	penyelidik	0.18
resepsionis	penampil	0.17
resepsionis	peranakan	0.07
resepsionis	suruhan	0.09
resepsionis	usahawan	0.19
resepsionis	pelapor	0.14
resepsionis	pemahat	0.16
resepsionis	penunggu	0.23
resepsionis	penurut	0.12
resepsionis	pengusul	0.16
resepsionis	pemimpi	0.1
resepsionis	penyusup	0.21
resepsionis	pemungut	0.12
resepsionis	penceramah	0.15
resepsionis	penggarap	0.09
resepsionis	pelupa	0.07
resepsionis	perupa	0.04
resepsionis	penyendiri	0.1
resepsionis	pemateri	0.18
resepsionis	penggali	0.07
resepsionis	penukar	0.07
resepsionis	penyabar	0.15
resepsionis	pelempar	0.11
resepsionis	pemborong	0.14
resepsionis	pendemo	0.08
resepsionis	pencerita	0.09
resepsionis	penyelundup	0.13
resepsionis	penganggur	0.06
resepsionis	penggiling	0.16
resepsionis	pengulas	0.12
resepsionis	penagih	0.19
resepsionis	hartawan	0.17
resepsionis	perumus	0.04
resepsionis	peniup	0.02
resepsionis	penggalang	0.11
resepsionis	pembenci	0.11
resepsionis	pengkaji	0.14
resepsionis	pembebas	0.14
resepsionis	pemetik	0.12
resepsionis	penjilat	0.15
resepsionis	pencabut	0.06
resepsionis	peramah	0.19
resepsionis	pengukir	0.11
resepsionis	pengejar	0.07
resepsionis	pemerah	0.22
resepsionis	wiraswastawan	0.18
resepsionis	pemulia	0.12
resepsionis	penendang	0.06
resepsionis	penyimak	0.15
resepsionis	pelestari	0.09
resepsionis	penjemput	0.24
resepsionis	pembaru	0.02
resepsionis	penghayat	0.07
resepsionis	pengadu	0.14
resepsionis	pemasak	0.2
resepsionis	pembobol	0.18
resepsionis	penggemblengan	0.1
resepsionis	penghasut	0.02
resepsionis	penderma	0.16
resepsionis	pemaksa	0.15
resepsionis	peragu	0.08
resepsionis	pengekor	0.04
resepsionis	perayu	0.25
resepsionis	pendebat	0.14
resepsionis	penyuara	0.12
resepsionis	pemimpinan	0.16
resepsionis	penghadang	0.08
resepsionis	pengasah	0.16
resepsionis	pengutang	0.19
resepsionis	pembisik	0.18
resepsionis	pengetuk	0.25
resepsionis	pemberang	0.16
resepsionis	peneguh	0.12
resepsionis	pewirausaha	0.2
resepsionis	pencuriga	0.19
resepsionis	pengalah	0.16
resepsionis	pengalasan	0.15
resepsionis	pengamuk	0.14
delegasi	pemain	0.32
delegasi	penduduk	0.29
delegasi	pengguna	0.24
delegasi	wisatawan	0.31
delegasi	penelitian	0.27
delegasi	pasangan	0.25
delegasi	penulis	0.3
delegasi	pemimpin	0.5
delegasi	peserta	0.47
delegasi	pengunjung	0.32
delegasi	penderita	0.2
delegasi	pembelajaran	0.22
delegasi	pelayanan	0.22
delegasi	kehilangan	0.18
delegasi	keturunan	0.22
delegasi	pemilik	0.3
delegasi	penyanyi	0.24
delegasi	karyawan	0.3
delegasi	pelanggan	0.22
delegasi	kelahiran	0.14
delegasi	perdagangan	0.32
delegasi	petani	0.28
delegasi	pekerja	0.33
delegasi	kepercayaan	0.25
delegasi	pemuda	0.35
delegasi	penumpang	0.27
delegasi	pimpinan	0.47
delegasi	pembaca	0.24
delegasi	kekurangan	0.16
delegasi	pejabat	0.45
delegasi	campuran	0.12
delegasi	pelaku	0.24
delegasi	peneliti	0.35
delegasi	pengusaha	0.36
delegasi	pendukung	0.37
delegasi	petunjuk	0.17
delegasi	pemenang	0.33
delegasi	petugas	0.3
delegasi	perbaikan	0.17
delegasi	pelatih	0.36
delegasi	pedagang	0.32
delegasi	pelajar	0.35
delegasi	pengurus	0.38
delegasi	jurusan	0.22
delegasi	ilmuwan	0.32
delegasi	pendiri	0.29
delegasi	angkatan	0.3
delegasi	sasaran	0.19
delegasi	pembuat	0.21
delegasi	penjual	0.23
